age_description,jaw_description,eyes_description,hair_description,nose_description,race_description,beard_description,gender_description,eyebrows_description,expression_description,additionalInfo_description,Attractive_og_img,Race_og_img,Memorable_og_img,Filename_og_img,AWSFile_og_img,ParticipantId,Task Data,Submitted Data,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status,Filepath_og_img,DALLE_img_filepath,DALLE_images_transformed
mid-50s,rounded,brown,white medium length,large nostrils and wide,white,none,male,bushy grey,smiling,wearing a formal shirt,2.0,1.0,3.0,Antonio_Englert_17_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Antonio_Englert_17_oval.jpg,364BA2EEA202439CA73EC72F6571CDBD,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Antonio_Englert_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Antonio_Englert_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":214}","{""Data"":{""taskData"":{""age"":""mid-50s"",""jaw"":""rounded"",""eyes"":""brown"",""hair"":""white medium length"",""nose"":""large nostrils and wide"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""bushy grey"",""expression"":""smiling"",""additionalInfo"":""wearing a formal shirt""}}}",32,"Associate degree (for example: AA, AS)",Male,Arts,Single,Democrat,Man,United States,"Less than $10,000",White,Business Owner,1k-MTurk-Images/Antonio_Englert_17_oval.jpg,DALLE_images/Antonio_Englert_17_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Antonio_Englert_17_oval_DALLE_TRANSFORMED.jpg
35,round,blue,short brown,sunburned,white,gotee,male,light,smiling,big ears,3.0,1.0,3.0,Google_1_Robert Gallaher_13_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Robert%20Gallaher_13_oval.jpg,C9AC636C7DF445039BE84DDD2560E7D7,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Robert Gallaher_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Robert%20Gallaher_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":216}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""round"",""eyes"":""blue"",""hair"":""short brown"",""nose"":""sunburned"",""race"":""white"",""beard"":""gotee"",""gender"":""male"",""eyebrows"":""light"",""expression"":""smiling"",""additionalInfo"":""big ears""}}}",53,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Independent,Man,United States,"$200,000-$224,999",White,Full-time,1k-MTurk-Images/Google_1_Robert Gallaher_13_oval.jpg,DALLE_images/Google_1_Robert Gallaher_13_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Robert Gallaher_13_oval_DALLE_TRANSFORMED.jpg
30,long,small brown,short brown,round short ,white,none,male,short thin brown,smiling,"no
n
",4.0,1.0,4.0,Google_1_Roy Braxton_1_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Roy%20Braxton_1_oval.jpg,AF33F003A3A54828BD839D51631828D2,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Roy Braxton_1_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Roy%20Braxton_1_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":222}","{""Data"":{""taskData"":{""age"":""30"",""jaw"":""long"",""eyes"":""small brown"",""hair"":""short brown"",""nose"":""round short "",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""short thin brown"",""expression"":""smiling"",""additionalInfo"":""no\nn\n""}}}",54,"Associate degree (for example: AA, AS)",Male,Other,Single,Democrat,Man,United States,"$10,000-$19,999",Black or African American,Unemployed,1k-MTurk-Images/Google_1_Roy Braxton_1_oval.jpg,DALLE_images/Google_1_Roy Braxton_1_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Roy Braxton_1_oval_DALLE_TRANSFORMED.jpg
mid 40s,rounded,small almond-shaped brown ,Light brown with bangs,large nostrils and rounded,white,none,female,thin and light brown,smiling,red lipstick and black eyeliner,2.0,1.0,2.0,Google_1_Diana Rees_13_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Diana%20Rees_13_oval.jpg,283F1AAD73B541B68022E4BA0746618D,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Diana Rees_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Diana%20Rees_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":223}","{""Data"":{""taskData"":{""age"":""mid 40s"",""jaw"":""rounded"",""eyes"":""small almond-shaped brown "",""hair"":""Light brown with bangs"",""nose"":""large nostrils and rounded"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin and light brown"",""expression"":""smiling"",""additionalInfo"":""red lipstick and black eyeliner""}}}",25,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,In a relationship,Independent,Man,United States,"$40,000-$49,999",White,Part-time,1k-MTurk-Images/Google_1_Diana Rees_13_oval.jpg,DALLE_images/Google_1_Diana Rees_13_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Diana Rees_13_oval_DALLE_TRANSFORMED.jpg
50s,"oval shaped face, pointed jaw",rounded and blue,"short blonde, slight wave",long nose with rounded tip,white,small beard on the chin,male,Medium thickness eyebrows,smiling,No description provided,2.0,1.0,3.0,Google_1_Eunice Johnston_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Eunice%20Johnston_7_oval.jpg,9AD0C4D99F6C493A9F9DB7A60B1F3295,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Eunice Johnston_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Eunice%20Johnston_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":224}","{""Data"":{""taskData"":{""age"":""50s"",""jaw"":""oval shaped face, pointed jaw"",""eyes"":""rounded and blue"",""hair"":""short blonde, slight wave"",""nose"":""long nose with rounded tip"",""race"":""white"",""beard"":""small beard on the chin"",""gender"":""male"",""eyebrows"":""Medium thickness eyebrows"",""expression"":""smiling"",""additionalInfo"":""n/a""}}}",19,"Some college, but no degree",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Democrat,Woman,United States,"$90,000-$99,999",Black or African American,Student,1k-MTurk-Images/Google_1_Eunice Johnston_7_oval.jpg,DALLE_images/Google_1_Eunice Johnston_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Eunice Johnston_7_oval_DALLE_TRANSFORMED.jpg
50s,Don't remember,Blue-gray,Short gray,A normal nose,white,No bread,male,Thin and dark,smiling,"Slightly sunken eyes, wrinkly, slightly darker complexion",2.0,1.0,2.0,Google_1_Norman Stitt_17_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Norman%20Stitt_17_oval.jpg,2653575D88964F798A5FA549D5DBEDBB,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Norman Stitt_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Norman%20Stitt_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":227}","{""Data"":{""taskData"":{""age"":""50s"",""jaw"":""Don\u0027t remember"",""eyes"":""Blue-gray"",""hair"":""Short gray"",""nose"":""A normal nose"",""race"":""white"",""beard"":""No bread"",""gender"":""male"",""eyebrows"":""Thin and dark"",""expression"":""smiling"",""additionalInfo"":""Slightly sunken eyes, wrinkly, slightly darker complexion""}}}",28,"Bachelor's degree (for example: BA, AB, BS)",Male,Arts,In a relationship,Something else,Man,United States,"$10,000-$19,999",White,Unemployed,1k-MTurk-Images/Google_1_Norman Stitt_17_oval.jpg,DALLE_images/Google_1_Norman Stitt_17_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Norman Stitt_17_oval_DALLE_TRANSFORMED.jpg
"mid 30s, maybe early 40s",square,small brown,"straight black hair, long bangs, bangs swept to side",wide nose,asian,none,female,"thin eyebrows, possibly waxed",smiling,smile showing her upper teeth,3.0,3.0,2.0,Google_1_Russell Letourneau_13_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Russell%20Letourneau_13_oval.jpg,ADD221F128644C3CB6849D0E4D810D4E,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""3.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Russell Letourneau_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Russell%20Letourneau_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":228}","{""Data"":{""taskData"":{""age"":""mid 30s, maybe early 40s"",""jaw"":""square"",""eyes"":""small brown"",""hair"":""straight black hair, long bangs, bangs swept to side"",""nose"":""wide nose"",""race"":""asian"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin eyebrows, possibly waxed"",""expression"":""smiling"",""additionalInfo"":""smile showing her upper teeth""}}}",29,"Bachelor's degree (for example: BA, AB, BS)",Male,Military,Single,Something else,Man,United States,"$40,000-$49,999",Vietnamese,Full-time,1k-MTurk-Images/Google_1_Russell Letourneau_13_oval.jpg,DALLE_images/Google_1_Russell Letourneau_13_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Russell Letourneau_13_oval_DALLE_TRANSFORMED.jpg
50s,"strong jawline, pointy","squinty, kind",black and gray/white. receding hairline,long,white,none,male,thick black,smiling,"friendly looking, big ears",3.0,1.0,3.0,Google_1_William Wallace_15_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_William%20Wallace_15_oval.jpg,1A667F6C48604221983F56A030343946,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_William Wallace_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_William%20Wallace_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":229}","{""Data"":{""taskData"":{""age"":""50s"",""jaw"":""strong jawline, pointy"",""eyes"":""squinty, kind"",""hair"":""black and gray/white. receding hairline"",""nose"":""long"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""thick black"",""expression"":""smiling"",""additionalInfo"":""friendly looking, big ears""}}}",41,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Single,Independent,Man,United States,"$150,0000-$174,999",White,Full-time,1k-MTurk-Images/Google_1_William Wallace_15_oval.jpg,DALLE_images/Google_1_William Wallace_15_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_William Wallace_15_oval_DALLE_TRANSFORMED.jpg
Late 50s,Square,Narrow brown,Short brown,Long pointed and wide nostrils,white,None,male,Medium thickness brown,neutral,"No glasses, slightly frowning",1.0,1.0,2.0,Google_1_Donald Mckeever_19_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Donald%20Mckeever_19_oval.jpg,2218182CD823447B9AC2ABD92512ACC4,"{""RowData"":[{""CellData"":""1.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Donald Mckeever_19_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Donald%20Mckeever_19_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":167}","{""Data"":{""taskData"":{""age"":""Late 50s"",""jaw"":""Square"",""eyes"":""Narrow brown"",""hair"":""Short brown"",""nose"":""Long pointed and wide nostrils"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Medium thickness brown"",""expression"":""neutral"",""additionalInfo"":""No glasses, slightly frowning""}}}",57,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Republican,Man,United States,"$125,000-$149,999",White,Full-time,1k-MTurk-Images/Google_1_Donald Mckeever_19_oval.jpg,DALLE_images/Google_1_Donald Mckeever_19_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Donald Mckeever_19_oval_DALLE_TRANSFORMED.jpg
Mid 30s,Maybe oval,Brown ,Short brown ,Regular size,white,None,male,Thick brown,neutral,Dimple in chin,2.0,1.0,1.0,Google_1_Danny Martino_13_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Danny%20Martino_13_oval.jpg,05B4FDACB83A4390ADE80CFC6F9374D3,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""1.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Danny Martino_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Danny%20Martino_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":230}","{""Data"":{""taskData"":{""age"":""Mid 30s"",""jaw"":""Maybe oval"",""eyes"":""Brown "",""hair"":""Short brown "",""nose"":""Regular size"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Thick brown"",""expression"":""neutral"",""additionalInfo"":""Dimple in chin""}}}",41,"Some college, but no degree",Female,Other,In a relationship,Democrat,Woman,United States,"$70,000-$79,999",White,Business Owner,1k-MTurk-Images/Google_1_Danny Martino_13_oval.jpg,DALLE_images/Google_1_Danny Martino_13_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Danny Martino_13_oval_DALLE_TRANSFORMED.jpg
late-20s,rounded,"light green, small, narrow, wideset","short, wavy golden blond with some auburn highlights","pointed nostrum, thin, pug",white,none,female,medium dark blond,smiling,freckles,4.0,1.0,4.0,Google_1_Vanessa Beltz_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Vanessa%20Beltz_7_oval.jpg,5F07BF6FA2B74628AFCC39362D895A03,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Vanessa Beltz_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Vanessa%20Beltz_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":231}","{""Data"":{""taskData"":{""age"":""late-20s"",""jaw"":""rounded"",""eyes"":""light green, small, narrow, wideset"",""hair"":""short, wavy golden blond with some auburn highlights"",""nose"":""pointed nostrum, thin, pug"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""medium dark blond"",""expression"":""smiling"",""additionalInfo"":""freckles""}}}",43,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Married,Democrat,Man,United States,"$100,000-$124,999",White,Full-time,1k-MTurk-Images/Google_1_Vanessa Beltz_7_oval.jpg,DALLE_images/Google_1_Vanessa Beltz_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Vanessa Beltz_7_oval_DALLE_TRANSFORMED.jpg
mid 30s,"rounded, pudgy face shape","rounded, brown, hooded","short, greyish brown","long nose bridge, bulbous nose",white,"subtle, shaved",male,"thick, greyish brown in color",neutral,No description provided,3.0,1.0,2.0,Google_1_Christina Matlock_15_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Christina%20Matlock_15_oval.jpg,E6266B932406471AB97489ADEBDAC142,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Christina Matlock_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Christina%20Matlock_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":232}","{""Data"":{""taskData"":{""age"":""mid 30s"",""jaw"":""rounded, pudgy face shape"",""eyes"":""rounded, brown, hooded"",""hair"":""short, greyish brown"",""nose"":""long nose bridge, bulbous nose"",""race"":""white"",""beard"":""subtle, shaved"",""gender"":""male"",""eyebrows"":""thick, greyish brown in color"",""expression"":""neutral""}}}",18,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Prefer not to say,Woman,United States,Prefer not to say,Prefer not to say,Prefer not to say,1k-MTurk-Images/Google_1_Christina Matlock_15_oval.jpg,DALLE_images/Google_1_Christina Matlock_15_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Christina Matlock_15_oval_DALLE_TRANSFORMED.jpg
mid-20s,"wide, soft, rounded",narrow brown,"brown, tied-back","large nostrils, rounded",white,none,female,thin brown,smiling,No description provided,3.0,1.0,3.0,Google_1_Victoria Strawser_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Victoria%20Strawser_3_oval.jpg,5BAB0A1BA15A465CB8D7448D7AA9E8FE,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Victoria Strawser_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Victoria%20Strawser_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":200}","{""Data"":{""taskData"":{""age"":""mid-20s"",""jaw"":""wide, soft, rounded"",""eyes"":""narrow brown"",""hair"":""brown, tied-back"",""nose"":""large nostrils, rounded"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin brown"",""expression"":""smiling""}}}",22,"Associate degree (for example: AA, AS)",Female,Other,In a relationship,Prefer not to say,Man,United States,Prefer not to say,An ethnicity not listed here,Prefer not to say,1k-MTurk-Images/Google_1_Victoria Strawser_3_oval.jpg,DALLE_images/Google_1_Victoria Strawser_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Victoria Strawser_3_oval_DALLE_TRANSFORMED.jpg
